family,group,target_budget,opponent,level,direction,scenario_id,experiment_id,source_plan,canonical_request_sha256,shares_A_json,samples,A_wins,draws,B_wins,A_win_rate,mean_rounds,design_nominal_budget_A,design_nominal_budget_B,budget_A,budget_B,A_budget_ratio,A_bench_economic_loss_rate,B_bench_economic_loss_rate,A_initial_soldier,A_raw_dead_soldier,A_raw_wounded_soldier,A_initial_spearman,A_raw_dead_spearman,A_raw_wounded_spearman,A_initial_archer,A_raw_dead_archer,A_raw_wounded_archer,A_initial_knight,A_raw_dead_knight,A_raw_wounded_knight,A_raw_dead,A_raw_wounded,A_projected_dead,A_projected_wounded,A_projected_prisoners,A_design_unspent,B_initial_soldier,B_raw_dead_soldier,B_raw_wounded_soldier,B_initial_spearman,B_raw_dead_spearman,B_raw_wounded_spearman,B_initial_archer,B_raw_dead_archer,B_raw_wounded_archer,B_initial_knight,B_raw_dead_knight,B_raw_wounded_knight,B_raw_dead,B_raw_wounded,B_projected_dead,B_projected_wounded,B_projected_prisoners,B_design_unspent
E-replace,archer,12000,knight,50,B-A,e-replace-archer-b12000-s50-vs-knight,cd262876375705859c517195,vps/E-replace-archer,e6e8495d064164e7788630b8e64d20e01c749eec6745ade8e2b7892e8dffd9ea,"{""soldier"":0.5,""archer"":0.5}",2000,1998,0,2,0.999,3.0485,12000,12000,11950,11550,1.034632034632,0.016483263598326,0.050285714285714,600,195.049,0,0,0,0,85,27.672,0,0,0,0,222.721,0,11.1865,0,0,50,0,0,0,0,0,0,0,0,0,21,17.0735,3.9265,17.0735,3.9265,0.8625,0.1935,0,450
E-replace,archer,12000,knight,65,B-A,e-replace-archer-b12000-s65-vs-knight,e5bb238495b81abc118ee60e,vps/E-replace-archer,6eddaa9f7183e730db3f3ab92a8626820d4e392be53365d2e4fe8fc8c40d3bad,"{""soldier"":0.65,""archer"":0.35}",2000,2000,0,0,1,3.955,12000,12000,12000,11550,1.038961038961,0.016971666666667,0.050357142857143,780,262.6925,0,0,0,0,60,20.156,0,0,0,0,282.8485,0,14.192,0,0,0,0,0,0,0,0,0,0,0,0,21,20.3745,0.6255,20.3745,0.6255,1.0295,0.028,0,450
E-replace,archer,12000,knight,80,B-A,e-replace-archer-b12000-s80-vs-knight,62874ab07c06f086f5820251,vps/E-replace-archer,f83565940b37a35e5491f72e7f247f55cd4f4cad51f89ba3cab5e13c47198640,"{""soldier"":0.8,""archer"":0.2}",2000,1999,0,1,0.9995,4.679,12000,12000,11980,11550,1.0372294372294,0.016890651085142,0.051261904761905,960,322.4975,0,0,0,0,34,11.445,0,0,0,0,333.9425,0,16.716,0,0,20,0,0,0,0,0,0,0,0,0,21,17.449,3.551,17.449,3.551,0.8865,0.19,0,450
E-replace,archer,12000,knight,90,B-A,e-replace-archer-b12000-s90-vs-knight,fca4551ea21553f9327d6694,vps/E-replace-archer,5afc35757d40f4832d0ec5853ae16b3a1aeba8d5b5bf06b9cae5d07e979ab252,"{""soldier"":0.9,""archer"":0.1}",2000,1942,0,58,0.971,5.388,12000,12000,11990,11550,1.0380952380952,0.017723102585488,0.050642857142857,1080,381.6785,0,0,0,0,17,6.038,0,0,0,0,387.7165,0,19.399,0,0,10,0,0,0,0,0,0,0,0,0,21,14.965,6.035,14.965,6.035,0.753,0.3105,0,450
E-replace,archer,12000,knight,100,B-A,e-replace-archer-b12000-s100-vs-knight,397711b4a7d6737052eb7b1f,vps/E-replace-archer,0ef488184d72f1f098ab6566fb80c72140d7078400dd1a9587141fe8b34a13ec,"{""soldier"":1,""archer"":0}",2000,204,0,1796,0.102,6.037,12000,12000,12000,11550,1.038961038961,0.018445,0.051547619047619,1200,442.797,0,0,0,0,0,0,0,0,0,0,442.797,0,22.134,0,0,0,0,0,0,0,0,0,0,0,0,21,2.8075,18.1925,2.8075,18.1925,0.155,0.9275,0,450
E-replace,archer,12000,soldier,0,A-B,e-replace-archer-b12000-s0-vs-soldier,d0f67b1cf3273001866b3b20,vps/E-replace-archer,e3925504a6cce1422fc610fe342508487c7dd5995657d3cefa27408a22864604,"{""soldier"":0,""archer"":1}",2000,2000,0,0,1,5,12000,12000,11970,12000,0.9975,0.046751461988304,0.0361675,0,0,0,0,0,0,171,0,160.2085,0,0,0,0,160.2085,0,7.9945,0,30,1200,523.1665,450.1985,0,0,0,0,0,0,0,0,0,523.1665,450.1985,26.2255,17.1755,5.3785,0
E-replace,archer,12000,soldier,5,A-B,e-replace-archer-b12000-s5-vs-soldier,491515ba4b8012674ebd6d49,vps/E-replace-archer,1b2f1d5932413a6d514b20389a4dc80ecb5a16029eeb74eba517fbc53ec8cad2,"{""soldier"":0.05,""archer"":0.95}",2000,2000,0,0,1,5.003,12000,12000,11940,12000,0.995,0.040548157453936,0.034890833333333,60,10.6935,47.378,0,0,0,162,0,130.366,0,0,0,10.6935,177.744,0.5385,8.867,0,60,1200,476.77,472.1515,0,0,0,0,0,0,0,0,0,476.77,472.1515,23.881,17.988,5.651,0
E-replace,archer,12000,soldier,10,A-B,e-replace-archer-b12000-s10-vs-soldier,d42d4337d3b4ca30c6256442,vps/E-replace-archer,a16b6e2ff8bffd8574175eedfa54cfd7bcf0cf290f34ce43cac4d089db73b8a6,"{""soldier"":0.1,""archer"":0.9}",2000,2000,0,0,1,5.2025,12000,12000,11980,12000,0.99833333333333,0.035325542570952,0.03480625,120,12.205,99.4055,0,0,0,154,0.006,105.2465,0,0,0,12.211,204.652,0.615,10.178,0,20,1200,470.6585,476.5635,0,0,0,0,0,0,0,0,0,470.6585,476.5635,23.5695,18.198,5.685,0
E-replace,archer,12000,soldier,20,A-B,e-replace-archer-b12000-s20-vs-soldier,d5ced1da5e54ca2604d6f6b0,vps/E-replace-archer,827d2676039981b0545b66cfa260647ae38712250dc6433af3695c889b54486a,"{""soldier"":0.2,""archer"":0.8}",2000,2000,0,0,1,5.999,12000,12000,11990,12000,0.99916666666667,0.030522935779817,0.036078333333333,240,14.067,194.1645,0,0,0,137,0.0115,75.2325,0,0,0,14.0785,269.397,0.7105,13.5005,0,10,1200,497.4495,481.429,0,0,0,0,0,0,0,0,0,497.4495,481.429,24.9275,18.3665,5.75,0
E-replace,archer,12000,soldier,35,A-B,e-replace-archer-b12000-s35-vs-soldier,c190fcc10b4b39b95dc33fe9,vps/E-replace-archer,3a9cae1d7d0f319f2fda45263347a73d68dc0137894d628db039489765bd49ed,"{""soldier"":0.35,""archer"":0.65}",2000,2000,0,0,1,7.0045,12000,12000,11970,12000,0.9975,0.027884711779449,0.035937083333333,420,14.436,319.807,0,0,0,111,0.0095,48.1125,0,0,0,14.4455,367.9195,0.727,18.395,0,30,1200,468.939,513.8455,0,0,0,0,0,0,0,0,0,468.939,513.8455,23.511,19.6135,6.1275,0
E-replace,archer,12000,soldier,50,A-B,e-replace-archer-b12000-s50-vs-soldier,d77bbd31886ed7e4bbcfb7ac,vps/E-replace-archer,0e12b12dda0c7db59428c755b91824f94a2cd93ee589fa5669162d37c013c254,"{""soldier"":0.5,""archer"":0.5}",2000,2000,0,0,1,8.861,12000,12000,11950,12000,0.99583333333333,0.029717573221757,0.037199166666667,600,21.576,445.0505,0,0,0,85,0.0125,35.274,0,0,0,21.5885,480.3245,1.1,24.0175,0,50,1200,483.5015,535.226,0,0,0,0,0,0,0,0,0,483.5015,535.226,24.21,20.429,6.398,0
E-replace,archer,12000,soldier,65,A-B,e-replace-archer-b12000-s65-vs-soldier,fc07393a0133e3b5dc4ebb93,vps/E-replace-archer,4359ee29832e8b5d5bce00a90c2fbd9c0edb8e66c45b205e40e157625dd9aade,"{""soldier"":0.65,""archer"":0.35}",2000,2000,0,0,1,11.0125,12000,12000,12000,12000,1,0.032749583333333,0.037615416666667,780,32.741,574.823,0,0,0,60,0.0075,25.349,0,0,0,32.7485,600.172,1.6615,30.141,0,0,1200,458.455,580.8525,0,0,0,0,0,0,0,0,0,458.455,580.8525,23.018,22.1205,6.9465,0
E-replace,archer,12000,soldier,80,A-B,e-replace-archer-b12000-s80-vs-soldier,e3fab0372b79d60ba1dcfc58,vps/E-replace-archer,4c3aa0a9f77eb074533bdd65156d06d65ec6896dc1b5622ecc20b0dabf974603,"{""soldier"":0.8,""archer"":0.2}",2000,2000,0,0,1,15.014,12000,12000,11980,12000,0.99833333333333,0.037933639398998,0.038684166666667,960,69.5145,721.719,0,0,0,34,0.0245,16.907,0,0,0,69.539,738.626,3.486,37.0235,0,20,1200,450.4135,627.948,0,0,0,0,0,0,0,0,0,450.4135,627.948,22.5605,23.8605,7.488,0
E-replace,archer,12000,soldier,90,A-B,e-replace-archer-b12000-s90-vs-soldier,8cc58e89a8121010aec2fa56,vps/E-replace-archer,cd9ae7b22e40184c686a183ea1af8be426ec966fc8ed60dd079bfee856991a87,"{""soldier"":0.9,""archer"":0.1}",2000,2000,0,0,1,19.6695,12000,12000,11990,12000,0.99916666666667,0.042427022518766,0.039722083333333,1080,140.131,806.155,0,0,0,17,0.0405,10.228,0,0,0,140.1715,816.383,6.9965,40.9545,0,10,1200,442.289,669.018,0,0,0,0,0,0,0,0,0,442.289,669.018,22.1055,25.561,7.942,0
E-replace,archer,12000,soldier,100,A-B,e-replace-archer-b12000-s100-vs-soldier,87982bc49a7f59efdf278c83,vps/E-replace-archer,6d407622c60b016795f97c89a6a5574696df9124c61c66dd231ce4e7c7aa2393,"{""soldier"":1,""archer"":0}",2000,961,0,1039,0.4805,20,12000,12000,12000,12000,1,0.0394925,0.039681666666667,1200,159.737,894.538,0,0,0,0,0,0,0,0,0,159.737,894.538,8.0085,39.3825,5.614,0,1200,159.5675,894.4675,0,0,0,0,0,0,0,0,0,159.5675,894.4675,7.9455,39.6725,5.0955,0
E-replace,archer,12000,soldier,0,B-A,e-replace-archer-b12000-s0-vs-soldier,d0f67b1cf3273001866b3b20,vps/E-replace-archer,579ab46e739ac9fb701f1df9021ed41769fee1e278b654c752fea55f4dd3cf28,"{""soldier"":0,""archer"":1}",2000,1986,0,14,0.993,8.068,12000,12000,11970,12000,0.9975,0.049678362573099,0.0397325,0,0,0,0,0,0,171,30.6745,139.5535,0,0,0,30.6745,139.5535,1.537,6.958,0,30,1200,458.9585,648.382,0,0,0,0,0,0,0,0,0,458.9585,648.382,22.969,24.71,7.66,0
E-replace,archer,12000,soldier,5,B-A,e-replace-archer-b12000-s5-vs-soldier,491515ba4b8012674ebd6d49,vps/E-replace-archer,e06da0310b503d039bca1cbd088132d45cad41f888e83db520e6d6c348c6ce09,"{""soldier"":0.05,""archer"":0.95}",2000,2000,0,0,1,8.486,12000,12000,11940,12000,0.995,0.04882202680067,0.04008375,60,44.036,15.7725,0,0,0,162,12.454,146.04,0,0,0,56.49,161.8125,2.865,8.0495,0,60,1200,483.3485,628.042,0,0,0,0,0,0,0,0,0,483.3485,628.042,24.226,23.8745,7.491,0
E-replace,archer,12000,soldier,10,B-A,e-replace-archer-b12000-s10-vs-soldier,d42d4337d3b4ca30c6256442,vps/E-replace-archer,9f0caf0490188887ee638522f886e0f3d23117e2ae777e7e5d04733fa9a54693,"{""soldier"":0.1,""archer"":0.9}",2000,2000,0,0,1,8.891,12000,12000,11980,12000,0.99833333333333,0.04710225375626,0.04061375,120,66.232,52.759,0,0,0,154,4.6705,140.1545,0,0,0,70.9025,192.9135,3.546,9.5925,0,20,1200,507.4385,609.8735,0,0,0,0,0,0,0,0,0,507.4385,609.8735,25.419,23.3175,7.277,0
E-replace,archer,12000,soldier,20,B-A,e-replace-archer-b12000-s20-vs-soldier,d5ced1da5e54ca2604d6f6b0,vps/E-replace-archer,cd7f510e860939f21d372d657c916683954860fcf694d95341e7e2e468680aab,"{""soldier"":0.2,""archer"":0.8}",2000,2000,0,0,1,9.0465,12000,12000,11990,12000,0.99916666666667,0.041901584653878,0.03942875,240,65.856,164.685,0,0,0,137,0.6065,110.098,0,0,0,66.4625,274.783,3.32,13.767,0,10,1200,459.9505,638.713,0,0,0,0,0,0,0,0,0,459.9505,638.713,23.019,24.2955,7.617,0
E-replace,archer,12000,soldier,35,B-A,e-replace-archer-b12000-s35-vs-soldier,c190fcc10b4b39b95dc33fe9,vps/E-replace-archer,b029567a9293f53612a7914c443820258ce4e6d077a8aa3a6fa46a8c65790f92,"{""soldier"":0.35,""archer"":0.65}",2000,2000,0,0,1,10.041,12000,12000,11970,12000,0.9975,0.037091896407686,0.039240416666667,420,58.6245,321.7805,0,0,0,111,0.1585,72.7445,0,0,0,58.783,394.525,2.966,19.728,0,30,1200,459.5025,632.2925,0,0,0,0,0,0,0,0,0,459.5025,632.2925,23.0025,24.086,7.565,0
E-replace,archer,12000,soldier,50,B-A,e-replace-archer-b12000-s50-vs-soldier,d77bbd31886ed7e4bbcfb7ac,vps/E-replace-archer,e4c3ddead7fa04912d43b3a3ccf68502c95f34a97d6b1a0051cc85a3272db58d,"{""soldier"":0.5,""archer"":0.5}",2000,2000,0,0,1,11.3375,12000,12000,11950,12000,0.99583333333333,0.035639330543933,0.039022083333333,600,56.6755,461.2275,0,0,0,85,0.0625,48.186,0,0,0,56.738,509.4135,2.8775,25.5065,0,50,1200,458.4885,627.666,0,0,0,0,0,0,0,0,0,458.4885,627.666,22.918,23.9085,7.4875,0
E-replace,archer,12000,soldier,65,B-A,e-replace-archer-b12000-s65-vs-soldier,fc07393a0133e3b5dc4ebb93,vps/E-replace-archer,dc4c717b6823e1fbf7cd88c1878c06331c7888a6ac62c5454f140a1a21d9d93e,"{""soldier"":0.65,""archer"":0.35}",2000,2000,0,0,1,13.0605,12000,12000,12000,12000,1,0.036535416666667,0.03909125,780,62.4375,592.541,0,0,0,60,0.0355,31.498,0,0,0,62.473,624.039,3.1415,31.317,0,0,1200,454.2895,631.07,0,0,0,0,0,0,0,0,0,454.2895,631.07,22.797,24.1125,7.513,0
E-replace,archer,12000,soldier,80,B-A,e-replace-archer-b12000-s80-vs-soldier,e3fab0372b79d60ba1dcfc58,vps/E-replace-archer,51aa4a99f7c99fe520456abed7dc6895cfe3d2ba156a927b79f29c9cf004dae0,"{""soldier"":0.8,""archer"":0.2}",2000,2000,0,0,1,16.165,12000,12000,11980,12000,0.99833333333333,0.039543823038397,0.03931,960,90.951,725.0645,0,0,0,34,0.046,18.5425,0,0,0,90.997,743.607,4.544,37.3365,0,20,1200,448.459,646.392,0,0,0,0,0,0,0,0,0,448.459,646.392,22.4815,24.6905,7.683,0
E-replace,archer,12000,soldier,90,B-A,e-replace-archer-b12000-s90-vs-soldier,8cc58e89a8121010aec2fa56,vps/E-replace-archer,c08d9d10cf39f31068cf4dad76481d9603269a068a368e1ccca9ff65860057f4,"{""soldier"":0.9,""archer"":0.1}",2000,2000,0,0,1,19.9375,12000,12000,11990,12000,0.99916666666667,0.042746455379483,0.039656666666667,1080,148.381,803.9595,0,0,0,17,0.048,10.4385,0,0,0,148.429,814.398,7.427,40.838,0,10,1200,432.2905,680.355,0,0,0,0,0,0,0,0,0,432.2905,680.355,21.6125,25.9755,8.079,0
E-replace,archer,12000,soldier,100,B-A,e-replace-archer-b12000-s100-vs-soldier,87982bc49a7f59efdf278c83,vps/E-replace-archer,5b40b5d08240a3cb41ac0662b746bf7848264fd5d59a18b9cccd174e1c8a970f,"{""soldier"":1,""archer"":0}",2000,1005,0,995,0.5025,20,12000,12000,12000,12000,1,0.039685416666667,0.039483333333333,1200,159.737,894.538,0,0,0,0,0,0,0,0,0,159.737,894.538,8.0085,39.614,5.3635,0,1200,159.5675,894.4675,0,0,0,0,0,0,0,0,0,159.5675,894.4675,7.9455,39.4345,5.3285,0
E-replace,archer,12000,spearman,0,A-B,e-replace-archer-b12000-s0-vs-spearman,9f364768337c73c6111ac5b3,vps/E-replace-archer,48e91cc5c60b4a23d0c41ecf8e76efb72fdc2920ed45157d05c491a5401aaf4d,"{""soldier"":0,""archer"":1}",2000,0,0,2000,0,4.0005,12000,12000,11970,11970,1,0.049213450292398,0.050114035087719,0,0,0,0,0,0,171,93.5225,74.645,0,0,0,93.5225,74.645,4.7065,3.709,0,30,0,0,0,171,0.0845,170.9155,0,0,0,0,0,0,0.0845,170.9155,0.003,8.5665,0,30
E-replace,archer,12000,spearman,5,A-B,e-replace-archer-b12000-s5-vs-spearman,6e8cf3a086f5bb51c8f7698e,vps/E-replace-archer,5ff2a2669b4f772003d400de55c6b761b363a06d1128582a270d1c26aa715b85,"{""soldier"":0.05,""archer"":0.95}",2000,2,0,1998,0.001,4.0505,12000,12000,11940,11970,0.99749373433584,0.047286432160804,0.050020467836257,60,41.7715,14.573,0,0,0,162,52.52,99.5985,0,0,0,94.2915,114.1715,4.8225,5.5485,0.179,60,0,0,0,171,6.0565,164.934,0,0,0,0,0,0,6.0565,164.934,0.2845,8.269,0,30
E-replace,archer,12000,spearman,10,A-B,e-replace-archer-b12000-s10-vs-spearman,56ce0f5a23f2301461b6911b,vps/E-replace-archer,1ef5e5454dc0ec1b1bd9b7ede216fbe4655b4c060ad228e574899db59aa368f9,"{""soldier"":0.1,""archer"":0.9}",2000,182,0,1818,0.091,4.712,12000,12000,11980,11970,1.0008354218881,0.04574040066778,0.050353801169591,120,79.4625,31.1445,0,0,0,154,48.414,93.013,0,0,0,127.8765,124.1575,6.407,5.841,0.349,20,0,0,0,171,36.175,134.8235,0,0,0,0,0,0,36.175,134.8235,1.811,6.7995,0,30
E-replace,archer,12000,spearman,20,A-B,e-replace-archer-b12000-s20-vs-spearman,874c842999c42352170181e1,vps/E-replace-archer,b653fcc8314c07a70800b4237f43327b6c36a29b7d74f89fd1e45bd85da05ce0,"{""soldier"":0.2,""archer"":0.8}",2000,761,0,1239,0.3805,5.374,12000,12000,11990,11970,1.0016708437761,0.041927856547123,0.050201754385965,240,124.011,80.2695,0,0,0,137,27.2245,89.358,0,0,0,151.2355,169.6275,7.5835,7.822,0.636,10,0,0,0,171,59.5725,111.427,0,0,0,0,0,0,59.5725,111.427,2.967,5.6175,0,30
E-replace,archer,12000,spearman,35,A-B,e-replace-archer-b12000-s35-vs-spearman,2b91962b2573864bff949359,vps/E-replace-archer,9ee6a901dc09b817a2e75fc04405cf282b53819e97f6eae2625f242a182b5edd,"{""soldier"":0.35,""archer"":0.65}",2000,1901,0,99,0.9505,6.93,12000,12000,11970,11970,1,0.040093149540518,0.05025730994152,420,188.881,149.9085,0,0,0,111,18.3465,71.567,0,0,0,207.2275,221.4755,10.341,10.9715,0.0945,30,0,0,0,171,108.316,62.681,0,0,0,0,0,0,108.316,62.681,5.4205,3.1735,0,30
E-replace,archer,12000,spearman,50,A-B,e-replace-archer-b12000-s50-vs-spearman,c1abc4f7c2950fdd662cf676,vps/E-replace-archer,a5331feff67dead1fd8e86ea0e9e294dafb0a9891870a6eef7d203d93bf4e2eb,"{""soldier"":0.5,""archer"":0.5}",2000,1975,0,25,0.9875,7.9975,12000,12000,11950,11970,0.99832915622389,0.037894979079498,0.05022514619883,600,232.5885,224.25,0,0,0,85,11.0795,53.7635,0,0,0,243.668,278.0135,12.1825,13.884,0.037,50,0,0,0,171,94.0825,76.8815,0,0,0,0,0,0,94.0825,76.8815,4.6955,3.893,0,30
E-replace,archer,12000,spearman,65,A-B,e-replace-archer-b12000-s65-vs-spearman,a36f30b02405f2dc4c90bef4,vps/E-replace-archer,8a61477e4e3e95a88109e14c74976fd23e79edd96318c58c9d1d520e06d9896d,"{""soldier"":0.65,""archer"":0.35}",2000,1884,0,116,0.942,9.595,12000,12000,12000,11970,1.0025062656642,0.036961666666667,0.050198830409357,780,290.1535,291.4395,0,0,0,60,7.561,37.219,0,0,0,297.7145,328.6585,14.867,16.266,0.189,0,0,0,0,171,81.185,89.727,0,0,0,0,0,0,81.185,89.727,4.041,4.543,0,30
E-replace,archer,12000,spearman,80,A-B,e-replace-archer-b12000-s80-vs-spearman,0c70be6b5674ad27b0625ff0,vps/E-replace-archer,b2ee116f547dcc66883a4ce61d9fc2afebd5f92dd2946cd7737aba3a817474c8,"{""soldier"":0.8,""archer"":0.2}",2000,164,0,1836,0.082,11.217,12000,12000,11980,11970,1.0008354218881,0.034095993322204,0.050026315789474,960,365.2325,354.1235,0,0,0,34,4.4565,21.0365,0,0,0,369.689,375.16,18.513,14.858,3.908,20,0,0,0,171,38.559,132.0825,0,0,0,0,0,0,38.559,132.0825,1.913,6.6415,0,30
E-replace,archer,12000,spearman,90,A-B,e-replace-archer-b12000-s90-vs-spearman,27e29572e5ce962a4f1e4681,vps/E-replace-archer,360a31a603d234fefde12b6d9caddac920eb427ed9bf4c22d9794d0ae3e2556d,"{""soldier"":0.9,""archer"":0.1}",2000,0,0,2000,0,12.0905,12000,12000,11990,11970,1.0016708437761,0.033186405337781,0.049827485380117,1080,406.5325,398.573,0,0,0,17,2.242,10.438,0,0,0,408.7745,409.011,20.4715,15.65,4.822,10,0,0,0,171,12.2605,158.0035,0,0,0,0,0,0,12.2605,158.0035,0.607,7.9135,0,30
E-replace,archer,12000,spearman,100,A-B,e-replace-archer-b12000-s100-vs-spearman,6fbb074c413fdde0bd456b4c,vps/E-replace-archer,2a1d1503a117713d05836a468b6a0d0d39d7d08702d9ca68ffe56c89d6f08704,"{""soldier"":1,""archer"":0}",2000,0,0,2000,0,13.038,12000,12000,12000,11970,1.0025062656642,0.032676666666667,0.04977485380117,1200,447.59,442.67,0,0,0,0,0,0,0,0,0,447.59,442.67,22.366,16.846,5.3405,0,0,0,0,171,0.0385,169.846,0,0,0,0,0,0,0.0385,169.846,0.002,8.5095,0,30
E-replace,archer,12000,spearman,0,B-A,e-replace-archer-b12000-s0-vs-spearman,9f364768337c73c6111ac5b3,vps/E-replace-archer,55858bb50470dc54ca6230faf3d07e9cb4523579bc6c1e80b43072fb9bacfd34,"{""soldier"":0,""archer"":1}",2000,1797,0,203,0.8985,6.972,12000,12000,11970,11970,1,0.049865497076023,0.05037134502924,0,0,0,0,0,0,171,77.6065,93.048,0,0,0,77.6065,93.048,3.9015,4.6255,0,30,0,0,0,171,111.0755,59.9245,0,0,0,0,0,0,111.0755,59.9245,5.5625,3.051,0,30
E-replace,archer,12000,spearman,5,B-A,e-replace-archer-b12000-s5-vs-spearman,6e8cf3a086f5bb51c8f7698e,vps/E-replace-archer,453d809cb2b3917220bf9b5b54a88800ba963a352f4c9e125bc3da30b1060620,"{""soldier"":0.05,""archer"":0.95}",2000,1997,0,3,0.9985,7.002,12000,12000,11940,11970,0.99749373433584,0.049613065326633,0.05025730994152,60,45.224,14.112,0,0,0,162,33.5275,126.9675,0,0,0,78.7515,141.0795,4.022,7.033,0,60,0,0,0,171,104.724,66.276,0,0,0,0,0,0,104.724,66.276,5.238,3.356,0,30
E-replace,archer,12000,spearman,10,B-A,e-replace-archer-b12000-s10-vs-spearman,56ce0f5a23f2301461b6911b,vps/E-replace-archer,fd3bd1578c8258d24a9e264114be460724af5d0eeaf95d82baa73e94d3bdb918,"{""soldier"":0.1,""archer"":0.9}",2000,1997,0,3,0.9985,7.024,12000,12000,11980,11970,1.0008354218881,0.048234557595993,0.050178362573099,120,68.1885,48.1385,0,0,0,154,13.998,135.514,0,0,0,82.1865,183.6525,4.0915,9.1375,0.0005,20,0,0,0,171,92.628,78.372,0,0,0,0,0,0,92.628,78.372,4.6055,3.975,0,30
E-replace,archer,12000,spearman,20,B-A,e-replace-archer-b12000-s20-vs-spearman,874c842999c42352170181e1,vps/E-replace-archer,3ad99fe8ae83e27d69d21671cc9a9e462b5858ef696b8e2ed310e2c49ab21ae3,"{""soldier"":0.2,""archer"":0.8}",2000,2000,0,0,1,7.6805,12000,12000,11990,11970,1.0016708437761,0.045822768974145,0.050236842105263,240,87.376,132.8805,0,0,0,137,4.794,120.9325,0,0,0,92.17,253.813,4.6155,12.679,0,10,0,0,0,171,115.205,55.795,0,0,0,0,0,0,115.205,55.795,5.777,2.8135,0,30
E-replace,archer,12000,spearman,35,B-A,e-replace-archer-b12000-s35-vs-spearman,2b91962b2573864bff949359,vps/E-replace-archer,5350fa3212b60973d14b222bcfaa20288e556d0007ff2e2114ddb425f519f676,"{""soldier"":0.35,""archer"":0.65}",2000,2000,0,0,1,8.7455,12000,12000,11970,11970,1,0.042281954887218,0.050356725146199,420,97.902,258.73,0,0,0,111,1.6895,92.701,0,0,0,99.5915,351.431,4.976,17.5495,0,30,0,0,0,171,113.4345,57.5635,0,0,0,0,0,0,113.4345,57.5635,5.6355,2.9755,0,30
E-replace,archer,12000,spearman,50,B-A,e-replace-archer-b12000-s50-vs-spearman,c1abc4f7c2950fdd662cf676,vps/E-replace-archer,e701c961956fe0ed8b1ea2704b022101a48e53267b5e4e170aa0ff763c46e26c,"{""soldier"":0.5,""archer"":0.5}",2000,2000,0,0,1,9.977,12000,12000,11950,11970,0.99832915622389,0.0401589958159,0.050423976608187,600,108.408,374.15,0,0,0,85,0.839,67.5115,0,0,0,109.247,441.6615,5.4335,22.1085,0,50,0,0,0,171,99.2105,71.783,0,0,0,0,0,0,99.2105,71.783,4.992,3.6305,0,30
E-replace,archer,12000,spearman,65,B-A,e-replace-archer-b12000-s65-vs-spearman,a36f30b02405f2dc4c90bef4,vps/E-replace-archer,34d9a28aa85e95efc4223fcf852eb65f796cfe5c083b286448a06c4a0aa5bf54,"{""soldier"":0.65,""archer"":0.35}",2000,2000,0,0,1,11.207,12000,12000,12000,11970,1.0025062656642,0.038269583333333,0.050394736842105,780,116.039,482.746,0,0,0,60,0.4625,45.5845,0,0,0,116.5015,528.3305,5.7945,26.488,0,0,0,0,0,171,79.3815,91.607,0,0,0,0,0,0,79.3815,91.607,3.964,4.6535,0,30
E-replace,archer,12000,spearman,80,B-A,e-replace-archer-b12000-s80-vs-spearman,0c70be6b5674ad27b0625ff0,vps/E-replace-archer,a6210c6e6344d8bc61de30f023cc86ca588248655cf114b118b0e48a248993ef,"{""soldier"":0.8,""archer"":0.2}",2000,2000,0,0,1,13.998,12000,12000,11980,11970,1.0008354218881,0.03916694490818,0.050181286549708,960,164.3105,587.811,0,0,0,34,0.3655,26.315,0,0,0,164.676,614.126,8.246,30.78,0,20,0,0,0,171,76.5855,94.3965,0,0,0,0,0,0,76.5855,94.3965,3.835,4.746,0,30
E-replace,archer,12000,spearman,90,B-A,e-replace-archer-b12000-s90-vs-spearman,27e29572e5ce962a4f1e4681,vps/E-replace-archer,836a9f54fa521d4cab40b04ae74fa74a5dcd94d1f10970bced0d61ca9567fa16,"{""soldier"":0.9,""archer"":0.1}",2000,2000,0,0,1,16.8895,12000,12000,11990,11970,1.0016708437761,0.040663469557965,0.050292397660819,1080,230.6285,649.5455,0,0,0,17,0.3255,13.55,0,0,0,230.954,663.0955,11.5565,33.206,0,10,0,0,0,171,73.3015,97.6825,0,0,0,0,0,0,73.3015,97.6825,3.663,4.937,0,30
E-replace,archer,12000,spearman,100,B-A,e-replace-archer-b12000-s100-vs-spearman,6fbb074c413fdde0bd456b4c,vps/E-replace-archer,cdd056f355bfd3009ca6798847f425d092b2fa95fee94cbb9f1b9d30918fd936,"{""soldier"":1,""archer"":0}",2000,1009,0,991,0.5045,19.9985,12000,12000,12000,11970,1.0025062656642,0.039314166666667,0.050271929824561,1200,328.353,694.2915,0,0,0,0,0,0,0,0,0,328.353,694.2915,16.41,30.767,4.103,0,0,0,0,171,47.3695,123.616,0,0,0,0,0,0,47.3695,123.616,2.3575,6.239,0,30
E-replace,archer,120000,archer,0,A-B,e-replace-archer-b120000-s0-vs-archer,5feacc2188c05a019a642231,vps/E-replace-archer,6b4a529fbc125b23882833e0aed634bec1b5f0b2174c3e7ece269e3168b0f82f,"{""soldier"":0,""archer"":1}",2000,2000,0,0,1,2,120000,120000,119980,119980,1,0.050003208868145,0.050086931155193,0,0,0,0,0,0,1714,0,1714,0,0,0,0,1714,0,85.7055,0,20,0,0,0,0,0,0,1714,963.358,750.642,0,0,0,963.358,750.642,48.2685,37.5805,0,20
